spot_id,world_x_lps_mm,world_y_lps_mm,world_z_lps_mm,from_lambda_LR_mm,from_lambda_PA_mm,from_lambda_IS_mm,from_eye_LR_mm,from_eye_PA_mm,from_eye_IS_mm,footprint_area_mm2,ROI_pct,off_target_pct,rx_mm,ry_mm,z_focus_mm,z_brain_top_mm,z_inner_skull_mm,z_outer_skull_mm,skull_thickness_mm,z_transducer_face_mm,coupling_gap_mm
1,-2.5817,3.0216,-2.8042,2.5817,-0.0216,-3.8042,0.5817,-11.0216,-0.8042,4.7129,46.4549,53.5451,0.7500,0.7500,-2.8042,0.0465,0.0965,0.1715,0.0750,17.1958,17.0243
